T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
643,Russian Federation,2015,Major trading partner 2 (% of imports),Germany,,10.5,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 2 (% of imports),Germany,,9.3,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 3 (% of exports),Germany,,4.0,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2015,Major trading partner 3 (% of exports),Germany,,4.6,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 3 (% of exports),Germany,,6.0,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2010,Major trading partner 3 (% of imports),United States,,4.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2015,Major trading partner 3 (% of imports),United States,,6.5,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
643,Russian Federation,2022,Major trading partner 3 (% of imports),United States,,5.9,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,32.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,38.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 1 (% of imports),China,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 1 (% of imports),China,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 1 (% of imports),China,,21.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 2 (% of exports),United Arab Emirates,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 2 (% of exports),United Arab Emirates,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 2 (% of exports),United Arab Emirates,,29.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 2 (% of imports),United Rep. Tanzania,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 2 (% of imports),United Rep. Tanzania,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 2 (% of imports),United Rep. Tanzania,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 3 (% of exports),China,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 3 (% of exports),China,,2.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 3 (% of exports),China,,4.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2010,Major trading partner 3 (% of imports),Kenya,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2015,Major trading partner 3 (% of imports),Kenya,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
646,Rwanda,2022,Major trading partner 3 (% of imports),Kenya,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2010,Major trading partner 1 (% of exports),United States,,74.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of exports),United States,,65.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 1 (% of exports),United States,,58.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2010,Major trading partner 1 (% of imports),United States,,68.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of imports),United States,,60.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 1 (% of imports),United States,,46.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 2 (% of exports),India,,5.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 2 (% of imports),Trinidad and Tobago,,10.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2010,Major trading partner 3 (% of exports),Saint Lucia,,3.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of exports),Saint Lucia,,3.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 3 (% of exports),Saint Lucia,,4.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2010,Major trading partner 3 (% of imports),Italy,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of imports),Italy,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
659,Saint Kitts and Nevis,2022,Major trading partner 3 (% of imports),Italy,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2010,Major trading partner 1 (% of exports),United States,,57.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2015,Major trading partner 1 (% of exports),United States,,47.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2022,Major trading partner 1 (% of exports),United States,,28.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2010,Major trading partner 1 (% of imports),United States,,42.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2015,Major trading partner 1 (% of imports),United States,,44.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2022,Major trading partner 1 (% of imports),United States,,39.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
662,Saint Lucia,2010,Major trading partner 2 (% of exports),Trinidad and Tobago,,19.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
